Object_ID,AVFScore
a2900c25-736c-3ea0-b980-696c96b595b2, 23.850019
19764407-29a5-3258-a2c2-5eaf2a4984c2, 23.850019
064dae71-362e-31db-8bc9-9818595b28ad, 23.850019
42785769-afaa-312f-bd4d-d1947438fc50, 23.850019
cb4b63ac-249f-3e7c-9273-bf7214cc460c, 23.850019
fb672e33-3b74-3a0b-9abd-a21a4c04f4e4, 23.850019
d803d1c8-730c-3791-93e9-b6bbfa8c59ec, 23.850019
1c78a502-e433-3ced-aa44-47f3d5b71f24, 23.850019
5d7e4bc5-e70d-3ee7-a994-401240de2a17, 23.109229
1ab49879-dd73-3e7c-a56e-c5e11657e33b, 21.938091
400cc342-0465-3456-9e3d-cad1797fbb16, 23.850019
da7b8163-d47a-30a4-b9cc-66ba9248c12c, 23.850019
a8383208-3fa4-3318-b5bb-4ab71587b71d, 21.179746
496f797d-65f2-373b-84af-321e848b5e70, 20.938000
5fcbee22-4e8e-3b69-a9d5-24f27f8c0798, 23.850019
2ae36346-51b4-3d75-9048-da541a8e3f8c, 20.938000
6fb3ad62-49d2-3752-86c3-89f9d6c9f3ad, 22.795990
82f6534b-f194-3d30-9394-be1b6f953c5f, 21.179746
462a4299-ea34-314f-a3ab-5017ced0ea46, 23.850019
f8c143bb-a814-39b5-9398-3659cbc46d21, 23.850019
3e995395-6842-3dd4-9669-f1b26c77645d, 23.850019
6e1c9844-6049-3570-8f9a-9ac4733d9623, 23.850019
e7a941b1-ce4a-366d-82f4-d41174225af1, 23.850019
c0f72ee1-9c9c-3c2e-8cf2-8d317488d976, 20.379569
ab5fb50c-ddf5-3ea6-b231-b6055031970a, 24.562033
9175ac85-b348-3848-bc7d-e11ac5cc6b63, 24.790450
77be7a21-ab02-3469-b4ec-df0d91a6117d, 24.790450
3a779baa-5e57-3b62-b7a0-3d4aa0515c31, 22.362119
4a39975c-dcfa-36d6-956b-35140da894c8, 24.719153
830ce0a8-4626-3a96-9c9d-8e117aca3a22, 24.790450
a825e9a8-3feb-38ba-834f-8788c5672045, 24.719153
dd87c3d2-ad70-31a3-a579-905f8aefa528, 24.790450
92864af8-ed22-376c-b133-bb1df3b50844, 24.719153
f1df2574-5785-3a57-9fb6-9ba2069a3e5b, 24.790450
3d09a086-12f9-38e4-8fd4-dbcac0e54b54, 22.471932
6e851800-1a2a-3070-bda0-61c8ac123b85, 24.790450
fd33c936-1f3d-34c8-b41f-d9930e0b498e, 22.668348
b95b67d8-b05d-3d95-9ebd-44a38d90cc0d, 24.719153
b714d515-ed28-3a4d-bfa8-8ec6efcbfbce, 24.790450
f6f49e65-91b5-39bd-b28f-c443f3f78a04, 23.850019
0daff240-15df-3ef9-83bc-cd00829f6e54, 23.850019
cdbd0e08-3d6b-3cf8-aa1a-13b3c5638098, 23.109229
e02deb95-a756-3196-885f-ca25f734fbf6, 21.938091
475ea3f3-fa47-3aec-adf6-5518005462a3, 23.850019
825f34c6-1370-304b-8748-5f0a509c9bbb, 23.850019
f8bef2ef-a02d-3f32-8a01-c90be885a70e, 23.850019
60fe13c5-d699-3708-abb5-bfaccff69764, 23.850019
da6aac47-2842-3cd6-86d8-e132f7a491c5, 23.109229
5dfd7437-23c1-3358-9142-94cfb3cbaa0e, 21.779332
cfc59a41-7164-345d-ba15-a3ef7bd21ec0, 24.790450
ad0453af-1f5c-3792-bc11-b044d78fe70c, 24.661379
caa95206-d03c-3aec-bac2-67a52ebfd9c9, 24.809487
0eb19ff1-eb26-30b9-bf89-850c296c9c58, 24.809487
cb06b4cb-1e24-3652-ba8b-d5e2776fccec, 24.809487
947594ea-91cd-3a92-b4ab-2ed5ad2dca83, 24.809487
d5f5e58d-5738-38fc-a07b-ffb2b7369c57, 24.809487
1a1b31cc-299a-3125-936c-93b103af6c03, 24.809487
df3038f2-59bd-35fe-9071-6b9208ad1046, 24.809487
d6228a5a-ebd5-3c0a-86b0-7f10722e4cdd, 24.790450
5745238a-aa08-3036-b468-d5bb70499f66, 23.850019
b77c929f-a209-3a7b-a157-00245c266462, 23.850019
438f5e44-9ba2-3f78-bc14-03090f3f7201, 23.850019
36421e04-38b5-318e-9d79-127504edfea2, 19.564659
9965c45f-04be-3c6a-84d2-4039f362f8bf, 23.850019
ae16014b-4091-3ce2-bacc-4e3722648dee, 23.850019
cc5ccb5e-b3cb-3d0e-a4b3-d583b8b26d7b, 20.361663
cf4745aa-040d-3f89-a241-33d5fd2e005b, 20.361663
3690c1d7-1d0a-3354-9548-c23702132588, 19.564659
5dd95c07-7369-3684-853e-d4a68f8cc26c, 19.564659
a5f49981-f67f-388b-b34e-d97f62495d89, 24.719153
71ff636d-9088-3d7b-bb04-aa89e36e4380, 20.361663
ca2b6c89-6520-3b4c-87bc-f09d90efe2f1, 20.361663
70a53b9a-e6e7-3176-8e00-e85ec16dd671, 25.356449
1e30eb5b-46c2-3fa6-9734-354272aa61d3, 25.356449
e8ad3dfe-b7ea-373d-910f-5bf4ba0c9da2, 24.790450
f1a3fdba-4f65-3449-9924-3ca68724ed76, 25.356449
7650a175-6a2d-32ba-9d57-ef010cfaf83c, 24.790450
b5a49e89-29e8-3819-aecc-b352e2041aaf, 23.109229
8cc6574a-2fc7-3ef7-a75d-8ec36c1515f0, 21.938091
f20fa4a5-0c58-36e5-8c7a-0d5a68301f7f, 24.790450
4e630c3b-de52-324c-8e65-f5d4edacec37, 24.790450
fad46fa2-90ea-3a32-8d6a-15e8261312c0, 24.719153
a2b51c39-eb12-309c-a935-245d5eb7c07b, 19.564659
7a32d0ac-9e5b-3a8f-b3b4-77c416a736d3, 24.790450
bec74acf-6eb7-3091-b07a-0cd9c99952e9, 24.719153
702d4907-c0ba-3f56-a263-ffd51fd1487a, 24.560394
0f8ee925-e07f-3dd5-840a-841969bc986b, 24.719153
9ebcf1ef-2dc5-3f49-a068-97984dfd6825, 25.586505
7e1ee404-eefe-3132-8f59-0d64bf591883, 24.560394
3346b65e-eba4-3582-b5e2-c74c097a7c9d, 25.515207
b3b7f893-9b35-347a-a1dd-ab3d9302b55a, 24.790450
2f60b8c6-7a2f-307f-b2f0-6aed190f6160, 25.586505
da6b46f4-f526-38e4-afd2-b12c214bd6f8, 23.866962
ddf16348-0826-3ba5-bc08-c9071e77aa8d, 24.661379
b7c525f1-c1bd-3a38-bdfa-25b7cc9f38f6, 23.850019
8e59a4d1-90c4-3aa6-ae45-fbc81b774685, 20.899185
b3bf9cac-dacb-33ee-b9a7-115ed44e9c61, 20.292056
fb6e75eb-2e59-382f-94c4-3332138baccf, 20.674577
5fec8a92-a89a-3b9b-87b2-843e0a268c62, 23.717085
7bebe77d-79f1-3774-8077-87d972a98a0c, 18.105887
fc9f4966-2827-3a01-a351-5747724225ac, 20.127342
de7156f7-5e4b-31be-8fbc-74cbbf2fb8d6, 22.944150
17db887b-9915-3ced-b38d-973c74148a42, 25.087253
f92c63aa-cddf-3309-8706-3d0b3bd9b0f9, 20.280236
4dd9f225-71ff-33b2-8110-7fa025a8ddfa, 24.631692
8f3887b5-cc3c-3dbf-9571-966f6aad8215, 23.850019
12db563e-63c8-3052-b517-074d128a6848, 23.850019
b5cbd731-6828-35ab-b54b-b10030b12621, 20.938000
af4d0be0-932c-3b21-a66f-85016418f9ad, 21.179746
ca100e8c-b4c5-32dc-b20c-cb8327bf6515, 21.179746
fa4ff58e-87f2-3ecd-bc14-38d525958696, 20.938000
35c9b7e6-8a1a-3af5-8b64-c22e4d522995, 22.919444
315c3973-3b61-30df-918e-a100686cbeea, 23.850019
778a0ef7-dc45-36e0-8fd6-bc07602a5095, 23.850019
6716a158-4e6e-30ba-b117-8053ce8cd4d4, 23.850019
57220e00-80f7-36b2-b99f-7e722241ecd5, 23.850019
676cd2e4-728c-3884-bfcd-b5ba96b1ecc0, 23.850019
2005229a-09fa-3973-928e-9d31e02276ef, 24.790450
326dca55-4a6b-3e39-92d0-a3eab896788c, 25.586505
7526fadb-1395-36f2-8d99-904e8fbbd3c3, 23.996034
fda9b6b2-58a5-3e57-9bf8-ce4035ebc32c, 23.850019
21146fbd-ab49-3df3-b305-a37a81eabdda, 24.719153
9c4543a2-b208-3698-bad2-3bdd0a21f21c, 25.586505
af40547b-dd8f-3e02-90d6-780fd804e86c, 25.586505
40860146-e130-3f14-8167-d23dcd2a11b8, 23.190227
c2c38304-3855-3885-91b7-234339fbb6d5, 24.790450
f8c2efcc-e7cd-3fb1-bcf0-134ebb5be36a, 21.173062
1eff7d85-70c8-3d37-9be0-b42af525c887, 25.586505
c90596c7-5b88-3f06-8155-38b84948d128, 23.850019
180a745a-16d8-3fb4-8fae-7d08813a8f3d, 23.850019
c53690a2-407f-38ba-9307-a0eb87738be5, 23.109229
b7eb7c46-c4d0-3210-bcba-b85f40ab5636, 21.938091
7cf3c840-365e-3f0f-99ab-106d4028bd9b, 25.586505
f1c00365-1ec4-3de4-86d2-a04ff3578b45, 23.850019
27a93572-965b-33eb-a9a2-659366e78658, 23.850019
3f0c531a-2c9f-3478-ad95-0e995280502a, 23.866962
0fa98cd0-01b1-3eb2-a1cf-7cb75259da8d, 25.586505
61abdb75-e54f-3a07-9bdd-ab8bff03fd60, 25.586505
1b46cca0-3ee8-377a-8752-8f779a8ef0e0, 25.586505
6e65aed5-94e3-3e47-be7d-9182437bce77, 23.850019
795b966c-7d9c-30df-ad6d-832064770384, 23.850019
cfa1aeaa-02a1-34db-b98d-cae5fae6f2dd, 23.850019
5aa9c1ad-f732-3fb1-9ea9-6f6197f8be8c, 23.850019
d3fcd404-35d0-34d4-a37d-53e34bd2f5ec, 23.109229
6194c9c8-2bf4-3b25-827a-0e71767a65a3, 21.779332
d59bfed8-1848-3459-887a-b7cc98c3a646, 24.809487
52dcb042-4c09-3833-a2aa-87a4309226f0, 24.809487
7fd3ba42-d7ef-3dfb-9bee-8084e1ba237b, 24.809487
35da3508-b5f9-3327-8eb1-20b54f67df76, 24.790450
ed39e678-1836-3ead-8481-2782f64375c9, 24.790450
9272cbbb-f477-3052-825e-46424c438b6e, 24.661379
7d5a5041-b612-341e-8cbf-2ebaa62e546e, 24.809487
120b4e07-bb56-3179-9b49-fd95271ce788, 24.809487
3e457977-0a26-3fe1-aa4f-291fb3ae41dd, 24.809487
82607d66-74b7-37c9-aa46-e6b9e6a75b9d, 24.809487
65f52c9e-21d0-399c-83ba-a643926282dc, 23.850019
f07a7f87-3827-304a-a121-6fe2ac4eec56, 23.850019
e6bea172-92d8-3f2d-b1c8-9e9baba0835b, 23.850019
2a6887b4-0489-3191-a15a-763a92fffff0, 23.109229
3f348f21-4e99-35c8-8793-241232b045ae, 21.938091
6ba9da55-618c-34d1-aa6b-10af14268986, 23.850019
55074de8-4fd6-3bf7-9f71-818fa43f1cf9, 23.850019
789f00c5-38e5-3efc-ad35-5bea8e222260, 23.850019
bee7ca09-c339-3419-bae7-eab6dfcacf13, 25.586505
3bafa263-7446-3e5d-9d8c-79924e491a2e, 23.850019
fe1bcdb6-ff80-34cb-a1a9-8b7e221fb538, 23.850019
efc992b6-bed9-3e33-9ce7-47b6d8b6b54d, 23.850019
1609253c-8ac1-32ea-ae76-035c07909a14, 23.850019
b3a1c4af-318b-3563-900d-f6b64fdc441b, 23.850019
618bc060-ed29-304d-a434-8d5886fc479e, 23.850019
88ff2ea1-5911-32e6-9469-7f28b286d9d6, 23.850019
0d5f4a24-cc87-337e-9890-a6bc0307eecc, 21.938091
5f330e02-4a94-3ae5-8ad4-3e191b713158, 23.850019
48c0f1ba-cd8c-3c2f-928b-9fe558baae80, 23.109229
fe1737ba-34ae-3a21-94db-b280ce89fc95, 23.850019
bd7a0686-485b-3ac2-9fa1-2dd4115653e3, 23.850019
9e448354-c529-3de8-a42f-abf22de6618e, 23.850019
36f19718-1119-31fa-8974-1f62dbbbd9ae, 23.850019
982efcbf-7696-399c-9783-4d93ce648300, 25.586505
3179fee7-6bd6-397f-a3d6-8fff271d7085, 25.586505
3b9a50ef-0d49-3994-9ffc-dd178613e3af, 23.850019
eb23d820-8f60-34d5-982a-9bce650c59da, 23.850019
393fbbdc-5d0a-321d-8b46-d6d676f4c550, 23.850019
ef7f2446-809c-39fa-b69d-f9ba9502f22a, 23.850019
61c3a304-1789-3211-acba-a4aca9d503e3, 23.850019
05f35570-c705-3861-b1e6-1ce582bccabf, 23.109229
4204bb21-b2ed-38cc-a78a-276d0248a283, 21.779332
ab136c1f-bf9b-310d-96c9-b8fb6b95fd5c, 24.790450
8ca79355-7240-398d-97c9-c26693b29736, 24.661379
cf9ca142-357d-3a73-95a3-a1be1d180d6f, 24.809487
45df64f8-b76e-3ff1-8e17-346ff011dd61, 24.809487
1da618bc-67e9-3011-a499-97b2bd143ea4, 24.809487
006719e5-344f-3015-a290-92a379bd3fb5, 24.809487
07483a1f-2712-3bbc-890e-e0c03d89dea1, 24.809487
7e47c597-3294-37cb-9250-565e32ed88b0, 24.809487
c3d53361-c758-3e88-bc38-19e77117d955, 24.809487
7c3315ae-4335-3ac0-8069-450808609459, 24.790450
59efd152-85bb-37d5-b134-4eae1269cf22, 23.850019
cf517d85-db23-3171-b055-f27932ec351f, 23.850019
b636efb5-33d5-3186-a3f3-c1eecef909c7, 23.850019
78cde849-c6f6-37fc-9ed4-6867b72bc333, 23.109229
98fce86a-5e9a-3561-9c5f-dd96b09be4b5, 21.938091
1a2980a6-4753-36b0-84f8-13152a6c7a24, 25.586505
f9a3917e-f68d-3e88-912a-72ca733d6403, 23.968623
2bd3251a-c663-373d-80e6-415fe8c7dfde, 23.850019
6d18a441-70d6-3946-80c3-167794178847, 25.586505
beb22744-d313-33e2-8108-e2312edbc27f, 25.586505
56a99a05-362d-317b-920b-7cede064151b, 25.586505
636a5ffc-e4ce-37e6-89f3-6cdd7c242af7, 23.850019
56bf05fb-deac-32f2-8066-fe607e8714d8, 25.586505
7a446428-34fd-3e80-9ee9-b5ddc5c49f0b, 25.586505
0c4fb849-e4c9-3aa9-a9af-bf0ae8503614, 23.968623
0eb3c09c-ed6a-332c-9f21-5dfa53abaf6e, 25.586505
2756d16c-e18f-34f4-ae88-cfe3a4fb3afc, 25.586505
72f2ebf7-4491-3411-b640-3ba980765b6b, 25.586505
b8eff371-61d5-333e-bd72-bf8a857e5d9b, 23.850019
2e29da9e-4c02-39f9-a213-a281e787adc0, 23.850019
225ce427-f757-39d9-95a8-aeea336f9a25, 24.661379
a8e8b15b-7aa0-3026-a862-04b8df549386, 25.586505
bda878ee-c4ea-3338-b324-960870036a2b, 25.586505
baaa3239-0192-3713-8613-4f5809c731f1, 25.586505
589c847f-ff5d-3766-bdac-28ee4379454a, 25.586505
2ce96781-c26a-39b9-9082-12ad6c333dbc, 23.850019
d0338a15-bab6-33d3-a1b8-d8502cf74142, 21.938091
c0d7e137-276b-38d9-86af-82a48e3903a3, 23.850019
ff170d5c-8aa8-32ac-9a2a-5aa2a4593c98, 23.109229
7bcbf007-58f2-329f-8b28-7455d5bedbe6, 23.850019
dbc9b4ee-6578-335f-8246-ed9674ddca4b, 23.850019
3f281f52-9e89-3477-9939-fc442e7b3e20, 23.850019
8b983f96-29a7-3423-94ac-2d74ddff6b7f, 23.850019
bc6241f4-2a37-3821-b51a-a2af75cba86f, 23.850019
b02c04c4-60e3-30b6-973c-5ae07a8e44f6, 23.850019
a0ee3a48-268b-3978-9b7f-4afbf5811742, 23.850019
07b1dc18-b6a0-32eb-aeee-bc5ab8013f35, 23.850019
650efd56-15d8-34ca-a14e-5025437e1742, 25.586505
ff470102-e175-3a7a-86f1-fe631da7a1bd, 25.586505
7159f30c-86f8-39d4-a04a-08dffe350497, 25.586505
c602ebf6-1bbc-3ed1-92c9-5efe804c1ddb, 22.668348
9755c2c0-9a72-3592-b735-2246dccf94e3, 23.850019
6db2aa64-4d85-3104-ab81-0a4b91950e1c, 25.586505
21180b61-5093-3906-8c58-aecc348b3822, 23.850019
24f8bab2-2430-353e-b62b-671a08574a0f, 25.586505
a7a376cf-56e5-35ba-ac3d-999f53d3db82, 24.809487
f03daed2-d737-3d94-9149-e9a6d8ca28bb, 24.809487
476b787a-a0d6-351b-9ad5-9bb24d413ad4, 24.809487
ddce07bf-d303-35ca-b930-56b1f4f2b17d, 24.809487
9edce14e-8823-33bc-ab9f-997ce1f00a00, 24.809487
b3984d34-ed6c-3b72-a197-2a6f9b413aac, 23.109229
58b8af76-a2b6-3948-a939-f8b68eccfa02, 23.109229
4ac6d6fa-9ec3-3eb8-a8ab-a1178a651584, 21.779332
3be387c1-0044-3861-b2fa-04599276da46, 21.938091
f0737e61-8bd3-3b01-8851-a0b2ad7ef97f, 24.661379
4d3e1d10-773f-31df-bccc-7d183e20e5a8, 24.790450
ab24dc2d-828a-38be-a655-098c1fee189f, 24.661379
b19cb768-e5a8-337e-8e18-4440aed5b8c2, 24.809487
4c207f5f-c1da-37c5-b263-5a86f27d5dc6, 24.809487
c61a15fb-331a-3084-98f4-e1a19b7f191d, 24.790450
71414ca1-244d-3aec-bb50-f20e00d8a565, 23.850019
ec606a89-164b-392d-aa7a-0b23a201fb9e, 23.850019
b9117dca-7bb4-3a9b-9ccf-caa896e5d727, 25.586505
1bf9213e-9e23-38d7-b379-344f07555cd1, 25.586505
0f50f054-6c43-3812-a034-f96ce75d8176, 22.668348
40ed9340-7e33-31b5-8161-508020d5a262, 25.586505
78e19428-ee69-38ee-a08c-23ea75d1b134, 25.586505
d00bc5fb-85df-3eb9-ad32-c1b2cc3a1bcd, 23.850019
fd78ec1b-582b-38b0-8c61-eb42b0da8bf8, 23.850019
5b5d6be2-6a9d-34ae-a508-b93322a34e92, 23.850019
e4aece88-cf90-3d96-ba06-c22c0b78a412, 23.850019
7889152b-282d-3578-8f30-de198e802c2e, 25.586505
a9b794f6-c908-3b1d-a566-017f2446136c, 24.661379
6cc0c4d9-6e02-3163-a930-80e6af3a6f46, 25.586505
a6aa7899-f4a0-3cf8-aeb9-8905da645ea6, 25.586505
f2f8c403-ad17-30e5-9b65-76810cadec84, 23.850019
01ccd66e-e91b-33c6-8578-8c4978fa19ac, 23.850019
9d8b5851-1466-300e-b79d-e87f19875b14, 23.850019
e8bfa830-b6ec-335f-b015-0a30f52a59dd, 23.850019
e8530103-db9e-31fc-b4b2-dbfa86033a5d, 23.109229
556297ec-0cc7-3a34-b1f9-fd7e0561b360, 23.109229
b3b69822-c540-311d-98a9-4f2bbfbe96ba, 23.109229
fc9e2bd8-cbe4-3795-911c-41c24c29a1d5, 21.779332
a18ec220-4d4f-3f84-8727-8a94f91259d3, 21.938091
645f3b3a-2f21-3c87-8eab-f7461fa5f0bc, 21.938091
289caf85-35c9-3c10-a818-38e49be63fd9, 24.790450
65af6e6f-27ca-3bb4-9b24-72c48dfeef10, 24.661379
20d6b9a1-8186-35b5-bbf8-d912cf495f40, 24.809487
dccdaf8b-b895-35f7-b396-af5a218f4a1f, 24.809487
3059d282-53d2-35fe-97c1-d753eea556d8, 24.809487
52aed183-74fc-3151-bfb8-0970378808c0, 24.809487
b498c694-cc9a-3778-a7b2-234c2ebdc2b3, 24.809487
47e33423-fccc-3632-bf41-701c224ec2dd, 24.809487
cac411aa-e096-3912-8b43-c9d84a7ec68c, 24.790450
c9f5b74e-323f-3a49-b6e8-177e7ab4de82, 24.809487
e14a3cf6-f61f-3aa8-abf4-62b7fe889c10, 23.850019
e698a12f-8cdb-3d7d-b56e-5686e73eae84, 23.850019
b8d15c22-633d-384f-9dc1-38dcd8e01ca2, 19.949703
01f86137-2286-32a5-8dbf-8095a9a5aa78, 15.775978
71b416f5-1d78-31f5-b0a2-555eab8bdf49, 22.270002
d328bd84-4354-3553-adca-59907e1ef3d8, 18.967830
c88ad2fe-f1d5-3f9b-9214-d859377af77c, 20.938000
52a5248f-92ac-3614-b456-f64c67565da1, 21.179746
9f114c0b-6507-33da-84ca-9c1822c6e997, 23.850019
a369032c-1fb0-3254-a779-f9bc9810791f, 23.850019
9b3ef409-6429-399a-9e3a-db9ad5c5201c, 23.850019
0bfc770b-0973-3cc1-a141-668bb1b64263, 25.586505
5a33f774-ba3e-3d20-adcf-b5b88a7518f1, 24.790450
12ec6747-8c4f-3f41-8f54-c6b268ad33e1, 23.850019
bc9dedb7-661c-328e-bde1-705f2d6919d2, 25.586505
7532b6e6-3bfc-3744-ad2b-4df711da565c, 23.850019
2c99cbb0-352a-31b7-8548-f8ea677bb67f, 25.586505
0c5552b4-f6f6-3334-9905-c964791b9265, 23.850019
80f4b14d-8dae-3c32-93fe-f528191af76f, 23.850019
a4e5653a-e86f-3347-be3f-6c3c9054f4e8, 25.586505
2aacaa5e-748a-3df6-a326-7a0113c48666, 25.586505
2a7d179f-9d5d-3ca1-adc8-d75736bdc9b9, 24.790450
a65e156b-96cc-3209-a967-0561570ccbd7, 25.586505
5b622848-1ccc-36b1-ab80-29fc07939f13, 25.586505
40f7b978-fc56-37ee-9995-10397514cbd7, 23.850019
2fd5934b-e18b-3d3e-9b12-6d3bb5713b07, 23.109229
dbbf8734-a8bf-30db-9b9b-2c165fcd3505, 21.938091
4b0eadb7-51f3-3c79-a826-fe04e672920f, 23.850019
64eb5b3c-14b6-323a-b827-d68d103929c9, 23.850019
e19c4d2b-2a32-39d0-b527-33c7314a5bf1, 23.850019
e88449ca-bc7a-307e-8e3e-76ae340e2bcf, 23.850019
f249ba53-32fa-31d3-be9d-9073ca2a4d75, 22.445678
8de421e6-7f8a-3bbe-a399-56e857e23a63, 25.586505
c63edbdc-8f9b-3559-92d3-422535c24ebb, 25.586505
56bc1594-6f94-3fbb-9fda-74f1c8fcfc52, 23.850019
e29dc07e-3128-37d6-97aa-02ef9295d8d0, 25.586505
3453e780-be34-3f29-a292-082ba07c5de0, 25.586505
4150fd5c-8a1a-3849-8e88-4006f3afe53f, 25.586505
28f3bffd-fe57-3717-b519-3e8ba14745ba, 25.586505
6349b412-c410-3854-b5ac-620ac4248263, 23.850019
752d6d40-5726-35f9-b92c-6960546510e7, 23.850019
11db2687-0b16-330f-b8b7-fa9a0a4d5f7f, 23.850019
bc781f8e-c6c5-36b9-a09e-c97c4473acfd, 23.850019
57ff5ccb-2603-3f7c-b441-9549234c6448, 23.850019
73ed8891-0a08-39d5-9026-8675fa378268, 23.850019
796977c0-f3cf-3f68-bf61-d46f9376e974, 23.109229
ca262cd7-6ba5-3829-bdc8-151ba75f1b12, 21.938091
902c857a-2550-34b5-9358-cd36b1219798, 25.586505
0c617052-693b-3136-97a3-ca6111cc367d, 24.661379
2cf97346-b6a8-320f-9263-80d61a3855a1, 23.850019
4211074e-034b-3372-9489-b487f4efc91f, 25.586505
838a9657-192d-3d4b-8139-be48b29bdb74, 23.850019
d944babb-8379-34e4-bf9d-fcde324a220b, 23.109229
76ad33f1-a3d9-3111-9398-e53c6948a12b, 21.779332
3f7f227b-53a1-3442-b5bd-dd1123a3567a, 24.790450
f3e6636d-36bc-3a98-bbba-d6a0737d66ef, 24.661379
fceb91d1-f1f8-3e1c-9d5f-630102ffd8f9, 24.809487
6dc4d3fe-9675-3f86-9d7f-2182dc5b5c68, 24.809487
bd3a19a3-4182-3ddb-bfbd-5efeeabafed2, 24.809487
334a2d8b-ca78-3194-a068-466bf822c657, 24.809487
ae4432ef-7af7-3ed3-863a-49bd6f28bec0, 24.809487
5340d005-4dc2-3997-b738-904221c0db22, 24.809487
d72a0284-c77b-3a01-8852-29d5ef7bf294, 24.809487
86e3aecc-650b-3c04-bb4f-71255e394f82, 24.790450
17ff4dff-c59f-3698-b4c6-8dcb33225e7f, 23.850019
b87a7faa-99db-3f63-8cbe-a8369a675ce1, 23.850019
458dbda7-ba75-39c1-9ea9-bf4fa7c8ba11, 23.850019
4a2aa294-6157-3cd4-b8f1-605283749682, 23.850019
04817b1d-df4c-3767-a775-82898ec5b984, 23.850019
36a39587-c939-32d4-be6c-48addea94874, 23.850019
0c25d38a-0a59-31d7-bbac-ef988efa145b, 23.850019
8104f499-f58b-3bc8-bfef-cda47a8d7b85, 23.109229
c75a9a5e-bce4-3d00-a526-edfcbd71523b, 21.938091
36ea3031-0339-3e6c-8439-caded4bcc293, 23.850019
a1d82d59-a667-340d-bf96-9703bfbf32cf, 23.850019
489db9b5-54cb-36db-80f4-6154a08a01a7, 25.586505
254f7577-9216-3b36-aaa9-46af18a8c4d8, 25.586505
1304d86b-de6d-349f-b2f5-4656c7492f3c, 23.850019
c008a89e-9469-30a9-9078-3fab85e898d2, 23.850019
ef71edcc-77fc-3ca5-9221-62c558bc8a2d, 23.850019
85a1e2db-dbea-3447-8f5c-23449767836a, 23.850019
a0907360-48cc-3d80-887b-b4fac18fe620, 23.850019
661286da-ebf5-3bd1-a5ee-529917f35e87, 23.850019
